Real part, Imag part
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.509814,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.584718,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
2.813019,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.205441,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
3.779685,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
4.559981,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
5.576069,0.000000
